Concurrent_Requests,Latency_ms
141,31.46
300,54.3
317,51.96
60,24.11
141,30.22
256,45.46
108,28.81
142,30.22
39,879.39
87,32.01
67,26.54
307,45.39
381,60.27
103,36.11
285,47.63
330,50.93
240,47.1
152,39.07
275,51.3
76,32.9
136,33.68
317,54.66
400,53.64
454,92.79
19,25.0
520,196.7
19,23.28
351,53.33
177,42.93
328,50.97
531,238.92
266,52.86
865,2224.21
134,32.08
60,34.63
390,59.03
154,41.42
223,46.53
122,33.54
470,111.43
214,46.44
315,50.4
96,29.18
245,40.69
152,38.32
10,24.11
553,286.52
43,38.09
115,33.42
693,922.65
127,37.46
64,27.16
38,28.73
101,35.85
182,36.85
173,32.99
180,34.57
105,26.79
320,50.04
151,45.15
697,937.66
242,43.88
147,31.26
271,44.68
245,47.67
294,45.54
47,42.2
245,52.31
751,1284.27
505,169.44
257,52.13
187,37.86
320,60.69
34,20.73
45,26.73
102,39.62
240,44.05
228,47.19
281,47.53
156,32.52
43,36.42
47,15.2
808,1716.92
223,39.37
78,29.41
29,22.8
134,39.62
224,45.32
77,32.65
132,30.57
34,23.95
62,30.99
125,35.24
80,31.22
519,208.24
1298,8117.26
135,36.67
243,43.44
322,44.37
701,966.1
40,33.36
462,102.87
30,43.93
154,29.8
136,37.16
10,24.3
335,52.84
158,33.02
130,33.64
157,34.58
68,30.63
180,44.14
303,47.05
23,24.04
108,34.54
467,102.66
296,43.78
468,100.88
568,338.78
62,28.36
120,32.99
403,59.41
147,41.58
399,53.58
112,34.33
221,44.57
273,53.03
379,44.9
25,25.05
126,26.29
76,25.51
65,31.54
1227,6891.38
14,23.28
32,27.41
256,49.34
599,463.14
26,28.48
594,441.68
225,46.16
182,34.1
25,35.3
99,25.11
716,1054.84
31,20.89
138,30.73
275,46.5
87,31.25
569,341.93
490,146.56
64,27.92
55,36.18
10,1052.97
519,203.45
10,21.89
283,49.5
223,41.83
239,48.38
245,52.52
85,41.39
212,44.13
484,132.84
491,143.47
215,35.43
150,43.8
335,47.43
162,43.11
248,40.18
231,40.0
70,26.46
401,58.4
23,34.17
96,24.46
117,37.21
10,717.48
275,44.96
450,85.41
434,66.42
301,44.69
391,60.83
154,52.73
700,964.1
212,42.41
548,284.07
487,134.24
291,53.41
99,31.51
107,32.01
196,34.18
1493,12010.06
55,36.79
150,28.86
10,26.91
26,26.16
344,48.29
190,41.33
559,317.43
291,41.19
65,33.59
616,524.74
27,25.6
10,23.27
43,37.34
189,40.6
123,33.78
479,131.44
863,2204.05
114,26.82
210,44.32
320,52.83
68,30.89
10,21.43
616,532.31
95,33.65
104,21.88
260,49.3
118,35.65
16,29.21
761,1374.04
325,48.83
31,27.05
72,36.53
491,149.94
99,30.81
176,44.94
268,45.92
564,327.14
409,67.09
142,24.37
348,52.43
203,38.7
243,48.43
767,1407.5
46,37.83
510,180.04
135,38.38
343,55.37
283,52.66
75,22.46
340,53.8
176,38.25
48,39.77
118,38.19
63,30.06
121,38.42
123,36.19
160,34.88
273,45.34
40,29.72
1423,10524.06
266,48.92
87,27.41
30,23.28
306,50.39
121,25.75
143,38.22
82,32.97
136,36.79
222,39.44
150,24.09
168,40.93
229,41.96
248,46.16
794,2391.7
231,42.57
395,53.46
78,25.83
161,31.78
614,515.23
63,29.81
101,31.6
149,43.17
34,30.0
233,43.23
128,38.12
122,34.12
134,44.03
154,40.36
666,763.7
234,39.66
55,30.61
68,39.43
70,32.85
47,28.84
10,29.4
20,27.22
208,38.73
455,90.87
104,32.82
170,36.53
174,26.87
364,61.64
37,25.5
130,33.54
227,43.73
883,2389.84
150,32.38
155,38.29
206,46.62
317,63.9
364,54.02
875,2319.68
59,32.59
47,25.26
246,41.82
184,40.23
1070,4543.35
36,32.88
382,49.85
397,56.46
112,37.38
26,16.9
203,36.16
88,41.94
237,38.96
50,25.0
272,49.45
11,26.54
39,32.74
10,25.44
117,32.13
238,36.53
425,70.64
245,49.62
25,23.31
1246,7214.26
72,33.08
78,23.25
410,71.8
585,411.81
105,35.45
548,268.44
180,35.3
1028,3998.42
297,41.05
260,33.55
553,297.76
328,52.79
846,2042.68
495,142.48
52,27.75
703,985.98
419,63.15
301,50.33
216,43.95
166,46.12
24,32.42
39,23.5
126,37.18
440,65.87
294,47.38
51,28.63
231,1076.54
369,50.52
329,45.87
132,35.93
716,1056.7
316,55.73
83,23.18
171,43.24
275,49.87
36,27.35
610,500.53
42,31.0
375,61.71
646,671.93
271,46.5
34,28.6
757,1331.17
671,799.45
1500,12166.2
398,58.96
358,48.18
36,27.58
749,1292.44
367,59.46
261,40.84
77,28.18
565,335.06
243,46.77
489,135.31
10,24.92
63,28.52
422,60.02
71,24.72
196,45.15
297,63.06
14,26.35
751,1293.12
306,45.08
10,25.69
475,120.27
203,49.15
361,55.86
195,31.55
318,46.41
113,32.83
67,31.03
271,44.88
470,104.85
89,33.52
33,28.23
178,46.23
68,26.05
245,44.13
433,64.14
517,192.27
287,38.24
27,27.77
175,39.84
483,121.22
231,43.31
225,40.97
157,36.36
192,42.88
201,41.25
769,1424.79
228,36.03
1097,4920.78
202,39.83
281,52.11
57,44.11
154,33.48
500,158.92
19,18.63
171,41.28
10,18.38
104,39.21
15,31.59
53,33.89
93,33.23
89,31.18
140,40.77
20,27.34
348,58.28
154,31.22
946,3044.88
130,31.7
746,1259.98
85,34.19
92,31.16
175,47.94
439,74.84
118,41.67
75,33.39
72,28.87
277,45.74
163,39.89
545,272.48
258,43.48
149,38.28
643,650.41
23,24.9
371,47.54
165,42.79
628,577.41
463,96.85
228,53.56
120,42.52
191,36.23
70,33.07
161,26.4
25,28.22
136,32.94
96,41.43
293,42.15
63,27.03
791,1581.81
826,1879.11
484,132.37
563,322.26
222,40.45
115,34.99
457,85.75
143,32.86
372,56.71
815,1780.09
10,40.62
20,17.98
149,33.09
71,22.72
404,61.95
241,39.91
343,60.57
276,47.65
52,26.56
229,44.41
217,49.22
569,348.47
21,24.77
915,2707.76
1298,8123.99
10,23.53
213,38.95
110,39.77
161,39.24
206,40.49
808,1719.77
450,89.06
837,1971.65
407,61.49
21,35.34
1337,8840.46
748,1273.12
10,24.72
174,33.29
442,67.66
386,54.52
1338,8866.8
151,28.17
887,2431.47
194,37.78
105,25.82
264,51.26
206,44.72
153,33.67
376,51.9
527,214.89
46,34.08
12,25.49
477,118.2
21,34.93
36,23.32
351,49.36
10,25.5
155,39.38
335,47.01
149,41.6
972,3335.46
158,41.54
28,30.38
149,44.64
38,35.5
470,117.41
635,605.86
279,52.6
346,49.4
57,30.51
395,61.47
51,28.47
595,437.86
93,38.53
302,39.62
165,34.18
247,38.59
269,47.72
440,82.45
133,43.41
330,55.88
494,146.97
259,41.1
149,40.48
180,47.11
470,104.94
68,31.18
255,41.95
51,29.13
899,2551.96
383,62.74
76,31.09
313,43.96
25,22.24
95,35.58
634,609.97
182,45.34
347,43.95
126,33.21
56,38.39
51,24.89
366,53.35
155,41.97
610,498.88
24,35.08
602,467.9
36,35.78
370,55.5
702,972.25
91,36.81
924,2811.51
119,33.36
502,163.72
811,1742.23
10,1317.77
756,1333.67
292,45.95
272,40.49
32,24.86
1430,10669.61
155,45.66
107,32.37
72,28.82
533,234.93
170,37.58
86,30.61
13,21.51
336,54.22
410,55.86
530,231.15
105,31.85
74,26.35
133,37.04
472,109.23
173,31.09
11,19.37
10,20.25
205,49.6
292,44.43
17,20.49
170,34.08
174,35.47
103,27.75
44,17.72
124,24.55
230,46.07
207,48.99
549,282.31
349,49.38
212,42.35
48,34.21
70,37.15
247,48.01
204,39.05
410,64.74
19,24.47
83,25.14
710,1028.82
251,41.62
50,30.25
607,488.2
133,36.39
308,45.94
227,39.35
277,48.95
10,34.85
21,23.92
28,23.35
391,54.32
150,34.92
386,49.02
250,46.77
464,789.66
89,35.8
123,34.62
71,38.41
1070,4549.75
355,56.04
1121,5255.36
1256,7384.65
231,53.83
207,39.48
723,1112.23
41,28.86
75,35.78
916,2725.72
336,59.35
637,627.6
168,41.87
485,128.23
45,28.92
92,37.45
101,31.56
10,30.53
41,30.43
10,30.82
80,30.43
985,3481.32
10,27.81
296,46.93
22,25.44
380,53.25
133,35.42
800,1669.93
115,44.29
826,1879.1
182,47.66
199,41.2
256,50.04
1500,12161.07
372,56.25
186,48.88
353,51.76
45,30.49
596,436.65
718,1068.98
423,64.65
61,37.91
414,54.35
74,30.16
44,26.65
321,58.49
94,32.98
997,3625.98
520,202.15
10,30.59
54,34.5
197,28.91
45,25.21
190,28.79
818,1811.16
157,34.86
28,27.97
112,40.18
15,27.11
328,49.47
575,370.88
1367,9413.87
39,19.9
158,37.83
460,101.02
19,27.02
185,45.77
82,42.08
182,43.07
258,46.43
346,57.95
504,161.61
20,25.16
43,17.41
321,47.3
75,27.57
371,54.94
1016,3851.68
400,59.8
515,194.46
41,29.97
533,236.54
383,63.5
82,23.47
241,42.6
68,31.34
68,29.21
844,2033.35
591,429.44
478,116.7
1288,7943.62
89,41.19
17,26.77
90,29.72
634,606.07
427,66.12
157,39.77
10,18.04
224,47.22
183,39.45
545,278.15
722,1100.42
97,34.23
291,40.92
569,340.35
918,2734.17
27,24.21
622,555.03
186,38.57
259,51.53
17,25.45
571,346.92
135,31.86
110,36.81
496,137.39
333,50.37
544,260.52
228,32.91
719,1076.35
158,45.11
563,334.81
242,40.57
173,44.12
346,45.23
768,1419.3
385,55.26
500,147.17
25,29.83
65,24.9
83,31.91
30,26.12
222,34.1
1352,9122.08
440,77.38
52,34.81
209,35.99
283,45.42
177,40.85
672,795.08
195,40.48
907,2626.12
56,33.0
166,39.32
61,26.08
1418,10426.51
262,48.76
89,34.46
150,41.67
26,25.98
89,30.74
23,707.75
17,24.47
818,1810.02
111,40.22
77,38.2
10,28.39
10,19.94
657,725.1
15,24.73
445,79.78
807,1715.26
295,45.35
169,39.39
41,27.9
535,246.69
173,41.54
11,26.45
161,37.6
329,48.41
778,1493.44
11,33.63
705,988.33
304,51.85
82,30.79
345,52.45
89,31.59
88,20.0
841,2018.04
50,35.65
277,48.22
394,57.61
231,57.13
194,49.5
261,50.64
204,44.4
159,37.11
98,36.69
109,26.73
379,50.73
10,17.2
76,25.14
200,43.49
181,38.81
82,36.37
65,24.86
241,42.12
35,30.09
317,46.59
246,44.04
172,40.91
40,29.91
219,39.18
47,32.03
121,36.04
262,51.56
630,580.0
359,48.37
217,40.09
168,42.68
269,51.92
10,27.44
357,50.56
76,25.6
835,1941.51
515,192.69
399,53.37
34,39.39
172,32.18
284,41.56
122,36.03
1035,4095.94
33,31.99
10,26.86
396,54.05
228,50.3
98,34.58
129,39.3
38,26.98
117,31.18
218,40.98
739,1208.49
399,58.48
28,25.44
264,46.34
381,56.06
99,31.51
40,31.35
505,176.3
85,39.86
28,31.17
43,32.85
406,59.32
255,53.23
27,34.0
636,614.5
12,30.46
168,43.39
349,52.69
101,29.64
93,35.5
485,136.68
198,37.4
380,48.88
464,102.12
695,928.93
40,21.32
80,31.42
75,25.8
146,33.77
435,69.82
267,39.43
253,39.44
34,27.11
465,104.19
167,34.9
72,41.55
76,1336.23
877,2331.9
12,19.54
32,35.58
142,34.93
495,148.72
199,55.71
231,41.02
10,27.68
52,30.97
181,46.19
399,52.3
29,29.02
465,101.42
160,38.84
172,38.28
226,50.2
10,27.61
44,26.97
135,40.5
1121,5256.93
283,45.2
82,30.13
439,71.44
271,42.0
20,26.0
438,77.57
281,47.84
533,237.74
274,55.03
494,147.22
10,19.11
133,39.04
261,42.92
182,38.95
131,34.55
551,289.09
44,22.71
355,65.48
979,3407.93
15,32.51
199,50.14
455,80.49
141,44.87
312,51.1
457,93.24
295,53.32
340,52.62
200,46.34
39,26.02
370,52.06
1500,12153.35
489,136.63
237,40.65
10,19.15
154,33.81
607,1318.36
85,25.01
204,43.4
39,41.1
132,34.32
547,281.18
463,107.6
67,39.75
107,37.09
168,42.81
522,202.97
329,47.02
287,45.13
329,57.82
21,28.81
565,327.88
620,546.16
332,57.12
644,660.83
359,58.6
10,32.92
46,31.88
380,62.81
736,1188.58
1185,6217.79
579,383.95
474,112.59
315,51.99
63,31.78
37,19.57
447,79.18
471,115.07
10,32.06
272,41.98
249,48.11
233,43.83
76,29.34
66,34.45
986,3492.75
133,43.05
184,42.97
390,63.57
407,50.77
203,45.73
36,17.07
880,2362.67
50,35.33
670,788.65
130,41.52
304,51.88
46,28.99
315,46.55
222,37.0
464,107.73
49,28.88
75,33.83
1071,4564.64
29,18.03
440,70.9
307,53.26
822,1837.54
215,41.01
23,22.69
911,2672.75
348,58.17
94,41.35
163,29.82
200,40.48
299,50.94
57,22.66
323,55.69
31,34.06
523,212.1
793,1605.78
10,28.13
597,440.35
625,564.41
66,23.81
856,2139.59
186,36.51
317,44.42
154,46.75
129,38.54
288,50.14
972,3340.04
93,33.63
155,38.77
463,104.51
239,39.56
48,35.09
156,33.19
256,45.06
112,31.22
389,61.07
595,440.61
203,45.41
91,33.8
1477,11658.45
280,41.56
74,31.37
1066,4499.68
511,177.55
237,47.39
352,56.26
25,26.58
394,53.37
279,46.85
95,31.86
31,20.02
221,37.65
649,683.11
352,59.83
124,34.8
530,226.79
299,44.95
525,213.27
90,27.47
94,32.13
601,457.96
159,33.78
10,31.1
168,43.41
493,151.26
192,33.12
62,36.2
87,34.99
330,49.93
446,74.15
388,61.7
92,28.3
320,53.84
446,82.23
328,46.97
131,37.45
13,29.63
279,43.82
512,183.57
84,21.24
98,33.5
94,31.45
62,27.91
1436,10802.0
155,36.95
457,89.61
259,56.75
83,27.32
180,36.52
414,59.45
91,34.65
485,128.5
301,42.24
570,349.31
67,38.05
138,36.21
386,63.02
86,35.54
41,26.07
37,26.75
266,50.66
10,22.7
22,28.54
381,55.67
17,28.71
288,47.71
504,171.77
80,33.12
305,56.4
37,27.56
104,37.88
1314,8412.06
221,42.99
620,537.5
110,34.68
453,85.02
10,22.65
310,52.34
73,28.55
16,32.6
413,61.24
155,39.08
514,187.06
519,209.29
187,35.97
57,32.1
197,42.04
134,37.34
269,42.27
354,50.92
260,44.63
194,40.31
419,62.67
10,28.12
10,29.19
243,1101.8
17,24.33
471,125.8
53,33.9
312,50.89
196,48.96
84,33.27
237,45.05
210,39.56
692,921.46
80,23.84
589,415.34
351,62.36
237,44.62
182,40.82
257,49.43
83,28.56
262,33.11
202,34.23
42,27.15
21,22.59
142,30.15
697,941.5
65,21.94
34,35.0
438,71.4
240,49.23
50,38.18
704,979.6
153,38.33
122,24.6
517,202.46
198,46.73
31,24.62
1060,4419.83
751,1299.63
218,41.88
241,47.33
317,42.74
195,43.06
236,46.49
232,40.58
429,65.86
73,30.14
170,40.32
151,33.44
996,3614.7
61,28.18
485,129.48
10,28.58
239,48.49
115,31.03
141,43.9
20,26.13
52,26.24
305,47.83
187,44.47
37,24.81
112,46.01
313,63.74
263,36.18
37,29.54
312,57.17
401,62.57
145,34.57
180,43.57
10,33.59
188,35.0
346,48.73
305,52.37
186,33.24
45,29.49
594,422.77
731,1151.31
15,32.06
39,31.15
79,32.46
694,926.16
191,45.14
508,174.31
551,290.64
92,36.87
344,55.77
829,1908.9
871,2286.24
95,37.1
565,322.44
60,28.73
562,319.61
402,57.02
90,27.58
441,72.34
1409,10240.68
298,52.55
144,35.38
27,26.09
593,435.56
943,3010.36
10,16.39
87,33.76
140,42.96
711,1031.5
495,147.09
115,27.51
361,55.03
180,27.08
575,363.34
16,24.48
64,35.27
131,35.42
510,179.06
14,26.06
10,29.02
55,19.58
432,69.59
401,61.85
1005,3718.18
1488,11895.8
158,34.8
36,30.26
710,1025.24
72,31.92
162,29.6
185,39.52
277,41.06
365,59.84
1500,12159.62
78,801.36
278,47.62
921,2772.64
169,32.81
134,31.27
177,42.54
219,37.7
15,20.42
44,28.49
212,39.47
596,441.43
67,24.95
213,35.78
309,52.73
556,310.48
220,42.01
448,85.42
138,34.97
130,32.45
115,31.79
651,690.25
212,35.83
806,1710.2
183,35.73
137,37.22
249,42.41
750,1283.27
303,48.04
164,42.5
135,33.95
54,31.43
648,664.89
275,51.49
240,40.57
192,42.32
125,34.57
28,31.16
414,64.21
706,989.35
65,26.4
655,714.33
19,30.43
90,35.93
10,16.64
676,811.07
20,30.34
47,31.36
76,30.72
591,424.25
24,29.85
89,33.94
290,44.65
46,29.36
68,28.99
245,36.87
118,30.87
667,762.18
1029,4005.88
94,27.9
442,80.85
38,28.27
331,48.23
1043,4195.14
323,1389.04
174,35.32
146,40.36
239,40.84
67,38.31
341,53.69
54,31.1
176,37.81
656,707.86
307,48.95
293,53.32
292,851.15
647,668.33
130,37.66
34,28.51
116,35.06
11,26.27
68,1075.56
121,40.59
222,40.16
389,61.94
112,36.24
561,317.49
1123,5295.93
84,36.13
227,43.83
970,3306.39
229,56.68
34,24.25
114,36.86
1459,11271.2
332,46.78
10,24.03
864,2214.28
77,30.88
81,26.55
287,45.25
641,646.63
647,677.4
10,21.0
597,442.21
39,22.05
357,52.66
89,29.41
228,30.43
103,33.5
248,53.82
311,54.31
607,483.27
93,29.49
152,33.65
34,28.74
178,45.34
96,26.48
11,25.39
591,429.96
10,21.11
148,30.94
36,25.94
26,28.03
332,56.17
491,139.18
218,38.92
258,50.55
71,33.46
53,30.78
393,41.69
207,44.91
138,36.58
298,42.12
152,30.69
72,38.52
390,51.15
135,34.39
591,431.8
269,41.99
130,34.37
282,52.63
380,55.13
546,270.43
235,48.83
279,50.06
502,164.35
151,34.94
152,28.55
213,37.44
133,38.23
81,23.22
590,415.67
547,277.08
50,28.07
17,23.68
222,40.99
217,44.99
182,37.02
842,2001.62
110,42.79
372,53.91
12,29.21
61,37.23
29,42.27
470,108.88
585,403.65
1500,12153.99
469,99.73
598,447.94
102,35.0
1254,7357.88
173,47.58
52,29.76
299,44.21
189,41.49
395,65.8
10,24.7
481,129.02
1019,3893.8
395,61.86
433,71.81
18,24.21
68,35.99
118,44.0
100,41.6
431,70.35
17,26.0
63,28.25
427,63.45
459,99.32
162,38.82
264,53.17
1331,8725.77
113,34.04
491,141.79
298,848.36
92,30.57
75,30.54
133,29.97
1500,13563.15
147,35.52
469,115.47
474,120.8
90,31.1
177,34.29
308,52.74
105,34.16
448,81.37
90,31.65
161,36.33
337,52.57
739,1203.52
825,1866.05
10,29.96
17,31.29
384,68.74
10,29.33
316,52.2
140,35.83
10,30.87
44,36.25
444,81.49
123,43.9
161,36.84
805,1706.08
53,26.96
722,1096.02
10,32.73
528,221.57
23,35.21
1252,7315.39
386,58.96
1500,12160.87
196,41.88
165,35.48
85,32.12
438,76.02
55,19.89
308,56.9
175,38.03
246,48.94
669,786.3
392,54.57
559,309.53
157,38.85
1104,5001.38
264,46.52
111,31.56
961,3204.74
309,47.84
539,251.16
87,30.17
185,37.44
163,40.88
97,27.06
553,297.63
10,27.94
237,44.37
75,26.33
53,20.54
1500,12158.08
1103,5009.15
519,196.11
40,20.85
88,19.59
318,42.38
250,39.38
204,33.32
615,516.92
848,2060.37
357,55.64
35,39.39
303,38.84
203,42.78
56,25.44
61,36.33
400,63.38
34,35.08
664,750.28
33,28.67
42,23.89
440,75.35
135,20.67
504,180.69
518,198.2
1372,9503.85
188,37.01
230,30.24
730,1150.45
215,33.11
419,62.01
377,53.53
11,31.5
74,31.61
506,174.08
10,27.24
122,32.84
287,47.2
10,30.49
184,50.01
69,30.93
430,74.57
53,23.25
613,516.15
430,73.53
179,35.47
239,42.6
90,34.76
466,116.14
30,30.42
362,42.32
227,40.8
129,32.66
96,31.48
14,36.36
107,29.23
37,29.36
654,711.1
326,58.35
39,24.88
172,41.6
67,34.56
312,48.27
489,140.46
32,21.37
47,23.71
301,43.05
10,27.52
632,603.61
10,11.15
427,76.24
474,122.78
1219,6769.97
876,2321.68
49,32.52
1029,4011.93
345,46.37
202,44.17
1401,10075.29
208,43.86
649,681.14
565,334.48
10,20.53
11,32.02
201,36.02
201,42.09
423,71.96
265,45.95
39,25.4
79,36.6
223,43.12
28,34.87
258,58.29
532,238.66
143,42.46
123,34.93
402,54.51
44,26.81
587,410.17
10,27.47
229,50.1
25,29.16
75,32.78
180,45.33
10,18.45
317,47.79
50,26.85
173,28.53
210,39.88
100,28.48
230,40.68
85,30.54
60,24.53
213,45.13
423,71.5
479,125.71
70,19.36
330,53.22
76,31.46
223,46.29
217,45.33
157,37.54
67,33.37
268,46.94
136,36.37
220,40.47
10,31.27
687,886.89
524,222.02
266,51.14
286,48.88
542,260.74
52,31.26
10,28.46
48,28.01
398,47.76
653,707.52
409,55.55
428,60.81
838,1974.63
195,34.23
86,27.37
34,22.89
398,62.15
10,19.05
239,40.85
10,29.94
297,46.14
10,26.19
685,865.94
10,23.87
31,33.72
357,54.54
99,34.22
363,59.42
10,25.84
152,31.28
195,37.06
100,31.55
57,22.83
312,55.33
287,54.43
139,32.19
105,34.43
362,57.58
750,1276.12
396,57.6
571,354.06
276,45.99
229,32.35
14,27.88
754,1316.48
1391,9885.64
205,42.35
16,31.24
247,1167.23
268,52.83
215,37.41
165,41.71
335,57.69
116,30.86
342,59.1
190,38.0
631,589.6
267,45.79
420,66.33
69,35.27
183,40.88
124,30.23
282,45.41
77,34.76
116,36.54
108,35.35
20,28.88
322,56.15
74,23.36
1315,8436.43
94,35.47
10,26.56
87,35.8
125,41.52
28,17.37
227,43.75
149,46.37
508,171.49
184,40.27
194,46.45
191,50.4
144,36.95
237,48.15
144,37.33
288,47.3
165,35.01
442,61.1
96,38.2
487,135.76
217,46.23
15,29.94
14,20.43
220,47.72
297,56.42
90,34.07
10,32.35
227,34.2
88,36.09
111,31.85
541,246.61
53,36.59
313,43.77
364,52.5
153,31.08
600,455.65
88,33.25
454,88.36
109,32.03
231,47.37
295,47.22
114,36.8
188,28.83
11,27.91
70,31.02
210,46.21
247,43.15
86,29.72
170,38.87
174,41.19
105,21.77
582,388.82
350,47.25
315,46.27
239,44.51
370,47.41
628,586.24
463,105.58
61,27.55
1500,12166.26
140,37.98
1358,9237.09
200,32.85
154,35.77
264,48.9
1154,5742.76
850,2093.14
10,23.08
10,25.09
180,38.65
362,60.17
598,452.57
151,33.5
303,56.8
23,21.7
54,31.39
491,146.03
129,36.86
38,25.37
405,61.61
526,216.39
22,23.85
10,24.79
254,708.89
176,33.76
301,57.26
536,248.03
289,42.45
857,2147.68
146,31.94
81,31.06
345,55.94
537,1076.22
12,21.35
800,1659.35
338,59.42
124,36.53
194,36.33
544,270.23
298,42.06
53,30.0
152,38.1
21,28.79
381,58.45
297,41.73
163,39.12
870,2273.56
39,28.88
114,38.78
568,334.75
325,49.95
219,38.67
233,35.0
513,188.4
56,27.53
10,21.79
34,25.41
966,3260.31
169,35.7
34,29.08
312,38.72
320,44.93
326,56.33
218,41.54
10,22.44
797,1641.95
120,39.92
925,2815.55
137,43.48
154,40.96
533,235.67
102,35.3
599,456.07
256,1481.22
39,27.17
77,32.37
343,51.01
437,87.77
93,23.71
251,42.33
509,170.55
150,39.69
120,37.57
227,40.44
357,51.22
512,191.16
167,42.32
614,525.27
373,57.51
260,44.75
726,1121.52
199,37.62
19,30.26
115,27.92
290,48.65
143,35.63
618,539.33
12,34.68
581,390.21
486,138.3
602,471.24
228,48.08
229,48.43
331,52.26
114,35.3
107,37.62
54,24.43
286,32.59
86,29.3
16,29.66
26,35.73
198,38.82
864,2215.79
227,38.1
328,46.46
13,29.81
534,240.82
235,47.72
645,667.75
43,27.23
142,43.74
761,1358.07
257,43.68
31,24.98
351,39.64
672,795.18
218,49.9
374,64.34
144,29.11
10,14.5
186,43.85
548,283.08
52,21.58
14,15.28
225,47.87
355,55.33
513,182.11
42,24.66
734,1170.73
81,28.42
131,37.89
1079,4668.48
157,33.26
330,51.86
772,1436.62
165,39.34
207,39.42
31,32.58
227,48.44
153,40.13
211,43.55
128,39.22
486,127.36
148,31.76
37,36.29
200,25.67
99,39.74
334,55.1
428,80.08
139,38.56
139,31.82
389,1086.54
898,2534.46
220,48.25
160,40.11
375,55.21
253,49.71
98,31.28
339,52.23
1049,4270.62
475,120.37
211,42.99
545,269.18
813,1753.77
414,62.98
60,31.68
309,45.34
247,38.01
273,50.7
243,49.93
82,42.43
228,45.26
235,50.74
254,41.99
1110,5104.3
329,49.43
356,60.44
117,46.65
975,3359.16
30,28.56
17,28.62
11,21.17
245,39.66
142,32.17
263,44.62
166,39.81
186,41.45
19,21.74
167,33.31
204,38.39
345,48.97
874,2312.6
154,26.26
127,40.42
198,40.6
59,26.44
1190,6305.87
681,849.94
302,43.82
380,58.26
132,33.08
282,45.02
326,48.93
165,38.76
721,1093.08
282,48.71
695,932.27
169,38.78
611,507.58
520,205.85
333,56.07
48,32.69
263,44.04
59,20.53
304,60.16
10,30.7
83,35.11
35,16.58
45,16.8
10,17.75
533,236.61
98,31.23
213,41.69
110,34.1
145,48.48
21,25.19
671,787.27
76,38.79
73,38.68
667,769.07
338,49.87
675,811.45
191,43.03
510,178.14
519,195.14
89,23.4
573,356.94
362,55.93
380,64.22
536,242.38
152,33.66
169,35.17
64,33.92
135,34.64
464,95.94
157,38.12
125,39.3
1470,11510.28
106,31.69
10,27.05
111,28.25
261,42.98
752,1302.83
116,34.88
42,37.97
662,743.51
1057,4380.33
1187,6250.66
39,25.61
28,33.11
222,45.76
755,1323.34
134,36.37
129,36.86
242,43.56
68,24.67
223,48.88
406,55.91
384,57.35
174,39.43
822,1835.16
10,34.1
109,33.65
221,43.63
247,43.69
119,29.33
389,63.66
835,1958.66
563,332.16
82,26.34
106,27.83
265,50.15
149,34.9
395,63.83
750,1277.77
176,38.83
344,57.4
13,22.57
79,34.32
353,53.37
31,31.94
358,55.59
252,55.68
467,103.36
285,47.6
33,28.12
323,51.83
281,43.71
265,39.51
10,24.59
117,31.41
761,1361.35
31,27.86
129,38.77
13,27.27
468,107.68
369,52.84
228,50.46
1500,12151.15
575,363.76
13,33.79
138,32.48
29,29.55
71,26.82
241,40.87
68,35.69
1287,7931.36
100,33.54
112,46.71
207,51.16
47,35.12
11,31.6
1500,12161.37
222,44.83
64,25.86
43,31.13
58,28.79
292,50.42
682,853.32
128,27.25
102,42.26
838,1974.92
823,1859.74
181,44.26
225,1310.06
1043,4204.39
13,19.24
182,38.21
160,40.68
210,43.71
871,2271.1
198,49.63
132,33.83
499,146.99
532,228.47
913,2691.32
500,164.08
12,20.36
118,30.05
696,945.49
75,31.71
212,34.74
113,35.09
116,1401.98
194,44.58
679,841.68
417,58.35
929,2856.12
175,39.93
16,32.88
265,50.25
466,93.35
528,227.57
51,24.1
297,45.86
647,670.89
211,41.61
251,36.59
364,59.02
950,3086.24
280,44.26
452,86.97
20,23.54
422,68.87
577,372.19
219,40.92
323,43.29
47,24.03
43,18.49
44,29.93
57,21.01
539,249.47
123,37.24
268,48.63
215,42.1
71,30.41
266,49.05
183,32.68
276,55.79
87,26.28
255,48.21
71,21.61
76,23.35
1442,10922.88
112,30.86
233,40.42
29,27.16
182,40.33
309,48.76
224,35.31
383,52.91
183,26.74
105,42.78
1103,5003.46
28,24.95
360,53.61
602,459.29
1018,3880.06
80,26.35
81,39.97
168,44.15
675,811.93
194,44.63
82,30.74
63,33.74
26,23.12
292,55.23
122,34.32
68,21.45
76,36.16
128,33.63
65,29.94
107,32.21
11,31.33
593,435.48
648,673.63
535,241.03
1065,4478.6
68,31.04
10,22.39
10,22.26
63,30.56
97,37.89
81,27.78
43,25.01
850,2091.82
567,343.01
923,2798.34
121,36.03
682,858.09
188,35.28
46,32.85
18,33.25
46,28.57
526,219.21
48,29.7
434,77.43
526,217.53
306,50.05
164,39.93
896,2515.38
782,1523.93
76,28.19
1234,7021.69
316,57.93
1050,4285.9
947,3049.95
648,677.83
756,1330.01
246,50.82
57,30.64
30,23.78
113,31.06
250,47.88
78,38.7
265,50.64
38,32.02
866,2230.75
314,40.54
124,39.09
